%			Universidad de Costa Rica 
% 		    Escuela de Ingeniería Eléctrica
%	Inteligencia Artificial Aplicada a la Ingeniería Eléctrica

%		Proyecto 1 - Biometría de Pasos
%	Vectores de características para el audio 1 y 2 de los datos train

% Creado por: Raquel Sofía Corrales Marín
% Fecha de creación: 20/9/2022

@relation pasos_train_clase1_y_clase2

@attribute atributo1 NUMERIC
@attribute atributo2 NUMERIC
@attribute atributo3 NUMERIC
@attribute atributo4 NUMERIC
@attribute atributo5 NUMERIC
@attribute atributo6 NUMERIC
@attribute atributo7 NUMERIC
@attribute atributo8 NUMERIC
@attribute atributo9 NUMERIC
@attribute atributo10 NUMERIC
@attribute atributo11 NUMERIC
@attribute atributo12 NUMERIC
@attribute atributo13 NUMERIC
@attribute atributo14 NUMERIC
@attribute atributo15 NUMERIC
@attribute atributo16 NUMERIC
@attribute atributo17 NUMERIC
@attribute atributo18 NUMERIC
@attribute atributo19 NUMERIC
@attribute atributo20 NUMERIC
@attribute atributo21 NUMERIC
@attribute atributo22 NUMERIC
@attribute atributo23 NUMERIC
@attribute atributo24 NUMERIC
@attribute atributo25 NUMERIC
@attribute atributo26 NUMERIC
@attribute atributo27 NUMERIC
@attribute atributo28 NUMERIC
@attribute atributo29 NUMERIC
@attribute atributo30 NUMERIC
@attribute atributo31 NUMERIC
@attribute atributo32 NUMERIC 
@attribute atributo33 NUMERIC
@attribute atributo34 NUMERIC
@attribute atributo35 NUMERIC
@attribute atributo36 NUMERIC
@attribute atributo37 NUMERIC
@attribute atributo38 NUMERIC
@attribute atributo39 NUMERIC
@attribute atributo40 NUMERIC
@attribute atributo41 NUMERIC
@attribute atributo42 NUMERIC
@attribute atributo43 NUMERIC
@attribute atributo44 NUMERIC
@attribute atributo45 NUMERIC
@attribute atributo46 NUMERIC
@attribute atributo47 NUMERIC
@attribute atributo48 NUMERIC
@attribute atributo49 NUMERIC
@attribute atributo50 NUMERIC
@attribute atributo51 NUMERIC
@attribute atributo52 NUMERIC
@attribute atributo53 NUMERIC
@attribute atributo54 NUMERIC
@attribute atributo55 NUMERIC
@attribute atributo56 NUMERIC
@attribute atributo57 NUMERIC
@attribute atributo58 NUMERIC
@attribute atributo59 NUMERIC
@attribute atributo60 NUMERIC
@attribute atributo61 NUMERIC
@attribute atributo62 NUMERIC
@attribute atributo63 NUMERIC
@attribute atributo64 NUMERIC
@attribute atributo65 NUMERIC
@attribute atributo66 NUMERIC
@attribute atributo67 NUMERIC
@attribute atributo68 NUMERIC
@attribute class {clase1, clase2}

@data
0.0862721, 0.00174712, 3.06647, 0.268631, 0.297743, 0.407313, 0.00186914, 0.0298792, -27.8067, 2.30006, 0.354607, 0.450278, 0.0684366, 0.0785927, 0.183711, 0.155717, 0.0920105, 0.0432158, 0.0228137, 0.0342615, 0.0175031, 0.0107052, 0.00294039, 0.0635226, 0.00943584, 0.0249499, 0.00659239, 0.0567665, 0.00152389, 0.00410375, 0.0146793, 0.0611308, 0.00390167, 0.0289839, 0.00011044, -2.53022e-06, -0.00137842, 0.000405526, 0.000343845, -0.00209232, 1.39195e-05, -0.000729167, -0.00923903, 0.00859589, -0.00397509, 0.00324773, 7.20207e-05, -0.00135502, -0.000310014, -0.0025599, -0.00149395, -0.00160235, -0.000865618, 0.000526061, 0.00231993, 0.000222687, -2.37735e-06, 0.000429564, 0.000161993, -0.000121821, 9.33487e-05, 3.89106e-05, 7.47336e-06, 4.34037e-05, -0.000147973, -0.000385971, 4.38069e-05, -6.61709e-05, clase1
0.0885664, 0.00694849, 3.08293, 0.276474, 0.302311, 0.437496, 0.00193333, 0.0288917, -25.6203, 2.39332, 0.378277, 0.489719, 0.0939008, 0.133655, 0.185488, 0.095202, 0.101817, 0.0293618, 0.0127882, 0.0384584, 0.0172274, 0.0115521, 0.00255415, 0.0513987, 0.00816328, 0.0324209, 0.00714814, 0.0734995, 0.0014642, 0.00347154, 0.0186144, 0.0482166, 0.00330711, 0.0281385, -0.000187539, 1.15333e-05, 0.000746892, -0.000233863, -8.31377e-05, -0.000913416, 1.27631e-05, -1.66667e-05, 0.000642156, -0.00640607, 0.00245762, -0.000153276, 0.00389405, 0.00418758, 0.000641668, -0.000253507, 0.00235699, 0.00375493, 0.0022011, 0.00134323, -0.0001975, -3.13158e-05, -3.37414e-05, 4.10091e-05, -0.000363494, -0.000342039, -0.000277592, 0.000517207, 4.60559e-06, -3.15917e-07, 3.68635e-05, 0.000659616, -2.95405e-06, 0.000150145, clase1
0.0959971, 0.00506361, 3.06082, 0.282099, 0.304321, 0.463427, 0.00160065, 0.0338708, -25.7676, 2.25131, 0.413594, 0.467514, 0.132191, 0.115119, 0.152208, 0.0939971, 0.0385439, 0.0140572, 0.0440567, 0.0411621, 0.0130587, 0.0125955, 0.00209685, 0.0565942, 0.0145633, 0.0279141, 0.0062966, 0.0756965, 0.00129239, 0.00398755, 0.0148681, 0.0477353, 0.00291797, 0.0303013, -0.000383413, 2.67817e-05, 0.00142588, -0.000125112, 1.56083e-05, -0.00203083, 1.01561e-05, -0.000145833, -0.00288514, 0.00600339, 0.00110124, 0.00024025, 0.00138772, -0.000439236, -0.00226243, -0.00151535, 0.000440828, 0.00141146, -0.000822586, -0.00132436, -0.000509895, 6.75215e-05, -1.70235e-06, -0.000747134, 3.42485e-06, 0.00123257, -6.16057e-05, -9.70101e-05, -2.70105e-06, -1.50163e-05, -4.22566e-05, -0.000281067, 1.68036e-06, 3.0562e-05, clase1
0.101311, 0.00180617, 3.06548, 0.284202, 0.299106, 0.564594, 0.00154716, 0.0606708, -27.2956, 2.15929, 0.357067, 0.487483, 0.116508, 0.132862, 0.207626, 0.11857, 0.0846684, 0.092701, 0.0516919, 0.0213235, 0.0185357, 0.0118738, 0.00274936, 0.0598068, 0.00793076, 0.0300606, 0.00569018, 0.0643028, 0.00122228, 0.00406868, 0.0166596, 0.0405066, 0.00293401, 0.0277184, 0.000435507, -1.65886e-07, -0.00552667, -0.000760541, -0.00026957, 0.000431087, 1.15354e-05, 0.000370833, 0.0311707, -0.00766323, -0.00987724, -0.00422045, -0.0052981, -0.00367523, -0.000120052, -0.000187829, -0.00399496, -0.00358538, -0.000293545, -0.000297472, -0.00105564, 0.000127451, 9.42476e-05, 8.81591e-05, 7.36872e-05, -0.00162479, 0.000169743, -0.000122598, 2.41006e-05, 0.000121746, 0.000258339, 0.000142918, -4.29241e-06, -0.000371174, clase1
0.0865076, 0.00742416, 3.07857, 0.277553, 0.302386, 0.427529, 0.00195507, 0.0281292, -25.5851, 2.41395, 0.591839, 0.509856, 0.0577568, 0.120937, 0.200061, 0.0936226, 0.0749779, 0.00497521, 0.0211178, 0.0209548, 0.00467344, 0.0129155, 0.00185616, 0.0500402, 0.0130889, 0.0300113, 0.00627049, 0.0697821, 0.00106315, 0.00355515, 0.019635, 0.0486366, 0.00298424, 0.0281084, 0.00075224, -0.000174732, -0.00252449, 0.00158337, 0.000563288, 0.00369604, 2.36444e-05, -0.000241667, -0.0489271, 0.011162, 0.00748837, 0.0039299, 0.00386378, -0.000183859, 0.00263013, -0.000155899, -0.00276071, -0.00379586, -0.00386661, -0.00196459, 0.000600021, -0.000184904, -7.861e-05, 0.00052241, 7.57423e-06, 3.04821e-05, 3.07708e-05, 0.000766802, -9.57413e-06, -0.000143353, -0.000335387, 7.17547e-05, -1.82712e-05, 0.000215791, clase1
0.0795416, 0.00206153, 3.07254, 0.270198, 0.304242, 0.350965, 0.00203836, 0.0196708, -27.3432, 2.61675, 0.555932, 0.44821, 0.122708, 0.095644, 0.181383, 0.0681122, 0.0368461, -0.0389944, -0.000327958, -0.0306287, 0.00444476, 0.0159755, 0.00220887, 0.0545614, 0.0140048, 0.0252877, 0.00584587, 0.0676615, 0.000861834, 0.00453726, 0.021142, 0.0533218, 0.00263167, 0.0287724, 0.000233382, -2.54176e-06, -0.00208029, -0.000153832, -0.000116224, 0.00175335, 1.07107e-05, 0.000541667, 0.00635768, -0.0057113, 0.00121094, -0.00242942, 0.00151692, -0.00164501, -0.00112583, 0.000250493, -0.000973911, -0.0036702, -0.000151582, 0.000776916, -0.00186636, 0.000285403, -2.59309e-05, -4.29155e-05, -5.7314e-05, -9.56099e-05, 4.81678e-05, -0.000553113, 2.60673e-06, -1.35078e-05, 1.6248e-05, 3.19479e-05, 1.25829e-05, -9.54913e-05, clase1
0.0729735, 0.00213983, 2.99417, 0.244001, 0.291212, 0.317388, 0.00210526, 0.0226625, -27.0962, 2.3762, 0.348674, 0.508047, 0.128404, 0.0749131, 0.128607, 0.0911142, 0.0275772, -0.0359599, -0.00787023, -0.0233163, -0.0120364, 0.012804, 0.00294998, 0.0421382, 0.0117456, 0.0308787, 0.00779903, 0.0676382, 0.00142249, 0.00340427, 0.0228792, 0.0543183, 0.00303174, 0.0272417, -9.58533e-05, 1.85503e-05, -0.00111325, -0.00104413, -0.000396445, -0.00273477, 2.22113e-05, -2.08333e-05, 0.0286962, -0.00556057, -0.00751197, 0.00327863, -6.60448e-05, -0.00136494, -0.00235839, 0.00153893, -0.00648859, -0.00208834, 0.000358015, -0.00328031, 0.00184995, 8.47143e-05, 1.60238e-05, 0.000410604, 5.09755e-05, 0.000329875, 0.000150413, 0.000106544, 3.98708e-06, 4.06598e-06, -0.000161986, -0.0011265, 4.86173e-06, -0.000124881, clase1
0.0772974, 0.00536121, 3.08589, 0.260435, 0.296242, 0.364167, 0.00192157, 0.0265333, -25.8849, 2.37693, 0.540731, 0.445806, 0.122522, 0.0733794, 0.124589, 0.0813674, 0.0442243, 0.0298196, 0.0135812, 0.0390379, 0.0404875, 0.0115447, 0.00202179, 0.0555455, 0.0100296, 0.0307901, 0.00943515, 0.0592386, 0.00120777, 0.00436063, 0.0161519, 0.0630112, 0.00316754, 0.0294147, 0.000395916, -0.000121124, 0.000482504, 0.00151104, 0.000733345, 0.00150285, 2.04397e-05, -0.000291667, -0.0469689, 0.0103605, 0.00826672, -0.00350291, 0.00374628, 0.00542537, 0.00679554, 0.000569438, 0.0013722, 0.00102979, -0.000250191, 4.79903e-05, -0.000323009, -4.35687e-05, -4.8388e-05, 0.000559614, -6.02362e-05, -0.00023326, -1.56336e-05, -0.000330934, -2.20685e-05, -9.32931e-06, 0.00017755, 0.000997274, -7.17876e-05, 0.000249353, clase1
0.0631173, 0.0222952, 3.08538, 0.245323, 0.299497, 0.249797, 0.00242319, 0.0138292, -23.9955, 2.78713, 0.430007, 0.471351, 0.124253, 0.0564705, 0.12707, 0.0270337, -0.0014043, -0.00786287, 0.00156937, -0.00148036, -0.00582831, 0.0181008, 0.00198822, 0.0632183, 0.0120328, 0.0363311, 0.00820706, 0.0573528, 0.000854724, 0.00410967, 0.0166976, 0.0562076, 0.00281534, 0.029371, -0.000216712, 0.000349488, -0.000109916, -0.00105105, -0.000429706, -0.00128804, 2.13308e-05, 3.75e-05, 0.0286248, 0.000307619, -0.000514264, -0.00106604, 0.000154699, -0.00177735, 0.00147864, -0.000239248, -0.000840821, -0.00133824, 0.000716456, 0.00148851, 0.00109677, 6.19026e-05, -3.88802e-06, 0.00138958, 4.37291e-06, 0.00027403, 7.44733e-06, -7.1718e-05, 5.07566e-06, -4.04056e-05, 1.30746e-05, -0.0019313, -3.73567e-06, -0.000134705, clase1
0.0219087, 0.0324847, 3.16534, 0.157898, 0.252676, 0.070871, 0.00276147, 0.00770833, -25.3439, 2.46965, 0.36558, 0.538365, 0.229908, 0.0474286, 0.155227, 0.0888526, 0.0560807, 0.0748598, 0.0701031, 0.106506, 0.0947492, 0.00560084, 0.00109389, 0.0446427, 0.00548498, 0.0175238, 0.00437393, 0.218234, 0.00050033, 0.00201465, 0.00507072, 0.0689919, 0.00116304, 0.0622802, -1.25026e-05, 4.38116e-07, -0.00314917, 0.000100836, 1.52011e-05, 0.000126141, 2.07304e-05, -1.66667e-05, -0.00309324, -0.00704598, -0.00109055, 0.00321944, -0.00187495, -0.0001415, 0.00361928, 0.000898433, 0.00233317, 0.000863729, -0.00133447, 0.000278836, 0.00258849, -0.000221205, -5.88593e-06, -0.000342697, -0.000138776, -0.000523977, 3.1347e-05, 0.00194567, 3.57122e-06, -8.01623e-05, -2.20806e-05, 0.000243147, -1.55948e-05, 0.000347328, clase1
0.0751407, 0.00452015, 3.09296, 0.25559, 0.298366, 0.327917, 0.00209556, 0.0231708, -25.9827, 2.37048, 0.465322, 0.47616, 0.0849232, 0.0302969, 0.18279, 0.0864321, -0.00295886, 0.0491487, 0.0264417, 0.0624832, 0.0430181, 0.0101981, 0.00218584, 0.0475364, 0.0121747, 0.0376612, 0.00779919, 0.0895241, 0.00117167, 0.00365833, 0.0136491, 0.0437589, 0.00251857, 0.0308928, 0.000187539, -5.60194e-05, -0.000964705, 0.000502199, 0.000298882, 0.000577528, 2.27288e-05, -3.46945e-20, -0.0135487, 0.00944742, 0.00337485, 0.00230849, 0.00176351, 0.000774378, -0.00160047, 0.000960154, -0.00372301, -0.00389516, -0.00416954, 0.000830273, 0.000615945, 4.59161e-05, 4.38625e-07, 0.000653805, 7.10126e-05, 8.37008e-05, 4.04219e-06, -0.00189787, -1.71173e-05, 9.37172e-06, 0.000117326, 0.000205336, 9.49432e-06, -0.000440235, clase1
0.0518025, 0.0355348, 3.07407, 0.226904, 0.293145, 0.189855, 0.00336681, 0.013275, -23.6383, 2.73423, 0.375665, 0.536497, 0.179354, 0.133613, 0.170549, 0.0793464, 0.0621061, -0.00189445, -0.0356639, -0.00688869, 0.0105197, 0.012824, 0.00192099, 0.0787359, 0.0124484, 0.0219415, 0.00539393, 0.0652718, 0.000916988, 0.00228303, 0.0150458, 0.0780056, 0.00226424, 0.0361379, -0.000529277, 0.000253824, -0.00111506, -0.00091158, -0.000378663, -0.0024672, 2.74555e-05, -1.66667e-05, 0.0214323, -0.000625483, -0.0038324, -0.00313913, 0.00318323, 0.00369706, -1.89854e-05, 0.00032867, 0.00338615, 0.00148878, -0.0024589, -0.00278573, -0.000499759, 3.87929e-05, -3.52652e-05, 1.54782e-05, -7.0969e-06, -0.000306659, -3.63247e-05, -0.000405926, 1.06668e-05, 2.47729e-06, -0.000258926, 0.000899409, -1.5982e-05, 6.97533e-05, clase1
0.0495395, 0.00667759, 3.02604, 0.221005, 0.288669, 0.18563, 0.00278492, 0.0142708, -25.9684, 2.62253, 0.366533, 0.527653, 0.145322, 0.0700864, 0.148199, 0.0761062, 0.0200381, -0.0870123, -0.0516128, 0.0069981, -0.00619351, 0.0136478, 0.00221579, 0.0664728, 0.0150743, 0.0197588, 0.00551141, 0.123173, 0.000783791, 0.00271119, 0.0104354, 0.0600265, 0.00266366, 0.0420672, 2.91727e-05, -4.68439e-06, -0.000128901, 4.47437e-06, -1.97402e-05, 0.000392527, 1.54389e-05, 2.08333e-05, -0.00377511, -0.00204271, 0.00456673, 0.00613948, 0.00171465, -0.000793291, -0.00494657, -0.00210633, -0.0027912, 0.00243616, 0.00190945, -0.00160965, -1.42387e-05, 8.3184e-05, -4.22742e-05, 0.000228711, 9.48822e-06, 0.000127227, -4.04749e-05, -0.000350473, -1.20698e-05, 1.82843e-05, 0.000146711, -3.95707e-05, -2.92612e-05, -4.68356e-05, clase1
0.0688039, 0.014934, 3.07963, 0.248507, 0.296374, 0.297664, 0.00226494, 0.019275, -24.4122, 2.46761, 0.307667, 0.479981, 0.0866951, 0.0278166, 0.125313, 0.0952848, 0.0460342, 0.00783508, -0.0232699, 0.0222601, 0.00246728, 0.011222, 0.00230177, 0.0565078, 0.0107248, 0.0224443, 0.0055325, 0.114004, 0.0014613, 0.00441591, 0.0136905, 0.0535805, 0.00316455, 0.0370776, 4.58429e-05, -4.19532e-05, -0.000842188, 0.000446926, 0.000433624, -0.00196096, 2.25536e-05, -0.000116667, -0.0111679, 0.00831036, 0.00428554, -0.00048518, -0.00375982, -0.00438652, -0.0022921, -0.00115771, -0.00437189, -4.75043e-05, 0.00145115, -0.00226243, 0.000707249, -4.46404e-06, -6.21366e-05, -0.000744999, 0.000182744, 0.00117262, 0.000286844, -0.000990033, -9.73536e-06, -1.06178e-05, 1.99765e-05, -6.51903e-05, 1.83839e-05, -0.000106202, clase1
0.0764659, 0.0030356, 3.10296, 0.252081, 0.295507, 0.350949, 0.0019417, 0.0265125, -26.425, 2.38871, 0.363606, 0.44517, 0.0491161, 0.105999, 0.179058, 0.0714265, 0.0972607, 0.0295817, 0.0013994, 0.0100154, -0.00232313, 0.0128367, 0.00240112, 0.0604229, 0.0111858, 0.0223939, 0.00580647, 0.0701254, 0.00136074, 0.00509284, 0.0240322, 0.0486849, 0.00446456, 0.0287323, -0.000106272, -1.08823e-05, 0.000494907, 0.000560841, 0.000168529, 0.00110683, 2.07491e-05, -0.000191667, -0.0190328, 0.00425771, 0.00355099, 0.000981179, 0.00548522, -0.000885665, 0.00180137, -0.00286726, 0.000866615, 0.00524583, -0.00214597, -0.00104767, -0.00389505, -6.96576e-07, -5.46354e-06, 1.97998e-05, -3.33586e-05, -0.000426102, -7.23646e-05, 0.00176524, 2.24467e-07, -0.000140476, 0.000104508, -0.00064975, 1.08181e-05, 0.000256808, clase1
0.0561846, 0.00577051, 3.07479, 0.217964, 0.285289, 0.208135, 0.00250216, 0.0174833, -25.6897, 2.45714, 0.106282, 0.47898, 0.107487, 0.0717666, 0.0604774, 0.0332837, 0.0590799, 0.0234196, -0.00618943, 0.03445, 0.0462782, 0.0096459, 0.00282092, 0.073687, 0.0139857, 0.0194503, 0.00766432, 0.105208, 0.00129357, 0.00453979, 0.0141617, 0.0501757, 0.00414711, 0.0372281, -0.000408418, 7.35163e-05, 0.00294856, -0.00108991, -0.000545036, -0.00194465, 3.95437e-05, 5.83333e-05, 0.0304941, -0.00471501, -0.00537583, 0.00050059, 9.73034e-05, 0.000771332, 0.00184934, 0.00233635, 0.0014904, -0.00111889, -0.000803315, -0.00228721, -0.000747683, 2.71988e-05, -1.86916e-05, 0.000137546, -0.00017022, -3.875e-06, 2.94684e-06, 0.000564015, -2.45535e-06, 8.24901e-06, -0.000204805, 5.19039e-06, -1.99257e-05, 0.000160305, clase1
0.0423838, 0.0152917, 3.11801, 0.197618, 0.278432, 0.149682, 0.0021557, 0.0148333, -24.2584, 2.48136, 0.159528, 0.43741, 0.0270975, 0.130498, 0.141436, 0.0556568, 0.120072, 0.0331818, 0.0129893, -0.00652153, 0.0155662, 0.00853934, 0.002827, 0.0524286, 0.0139238, 0.015208, 0.00626879, 0.121414, 0.00108492, 0.00388951, 0.0113507, 0.0665444, 0.00431583, 0.0384452, -0.000264638, 1.9833e-06, 0.00108967, 0.00056988, 0.000486954, -0.000614343, 2.1367e-05, -0.000141667, -0.0274299, 0.0057732, 0.00297833, 0.00121081, 0.00582133, 0.00822444, 0.00576095, 0.0025536, 0.000124479, -0.000199334, -0.00310422, -0.00254079, -0.00256689, -0.000176278, -2.97605e-05, -0.000195218, -0.000125525, 0.000145668, -8.13444e-05, 0.000182047, -8.38325e-06, -4.82736e-05, -3.27522e-06, 0.00106258, -6.05864e-05, 0.000133224, clase1
0.0654157, 0.00229448, 3.09204, 0.248818, 0.29404, 0.292469, 0.00239397, 0.0216375, -27.5951, 2.30769, 0.429381, 0.409429, 0.105162, 0.0745116, 0.162095, 0.0936265, 0.0893379, 0.0595788, 0.0836435, 0.0556055, 0.0483726, 0.00683133, 0.00220147, 0.0535982, 0.00803125, 0.0188199, 0.0048358, 0.134304, 0.000966204, 0.00457418, 0.0122112, 0.0595065, 0.00224464, 0.0428257, 0.000391748, -1.75709e-05, -0.00142575, 9.88938e-05, -0.000139805, 0.00253294, 1.43382e-05, 0.0002875, 0.00392333, -0.00857421, 0.0017156, 0.00309365, 0.000670113, -0.00292727, 0.00112112, 0.00161884, -0.00181701, -0.00269791, -0.000535581, -0.00214457, -4.99095e-05, -1.92029e-06, 5.50091e-05, -0.000192129, 0.000125171, 0.000198708, 2.54373e-05, -0.00119677, 6.74255e-06, 5.72945e-05, 0.000207096, -0.000360521, -1.2171e-05, -0.000330276, clase1
0.0785768, 0.00636584, 3.06669, 0.266128, 0.301672, 0.35552, 0.00203872, 0.0224125, -25.7532, 2.52398, 0.372266, 0.322946, 0.0590613, 0.0957721, 0.183554, 0.112808, 0.154368, 0.119116, 0.137661, 0.0405833, 0.00669919, 0.00963621, 0.00263669, 0.0538995, 0.00875445, 0.0202444, 0.00453652, 0.0814924, 0.00097171, 0.00491113, 0.0137205, 0.0754863, 0.00464693, 0.0340323, 2.50052e-05, -1.57638e-05, -0.000675603, 0.000611395, 0.000298827, -0.000335342, 2.19416e-05, -0.0003125, -0.0168942, 0.0120225, 0.00425421, -0.00574987, -7.66251e-06, 0.000458263, -0.00117667, 0.00574641, 0.00134511, 0.00561364, -0.00178574, -0.00608905, -0.00194878, -2.70467e-05, 9.29832e-07, -9.85966e-05, 4.66939e-05, 0.000169824, -1.93375e-05, -0.000856968, -2.71402e-06, 3.49786e-06, -0.000153415, 0.00061048, 0.000155069, -0.000136119, clase1
0.0766076, 0.000561863, 3.00143, 0.244249, 0.285871, 0.352345, 0.0020346, 0.0305792, -29.452, 2.23481, 0.248936, 0.349773, 0.0650221, 0.164697, 0.179964, 0.103535, 0.11802, 0.105116, 0.0324779, 0.0326876, 0.0329844, 0.00982882, 0.00297895, 0.0584637, 0.00692109, 0.0290301, 0.00622796, 0.0684797, 0.00195082, 0.00370508, 0.012524, 0.0514406, 0.00412658, 0.0286791, 0.000145864, -2.80101e-05, 0.00968083, 0.000464785, 0.000593046, -1.9532e-05, 8.60433e-06, 0.000191667, -0.0397802, -0.00135639, 0.00424717, 0.00606578, -0.00381197, 0.00466137, 0.00985066, -0.00179546, 0.00159507, 0.0023289, -0.00116337, -1.77597e-05, 0.00172948, -4.02919e-05, -7.3411e-05, 0.00058318, -8.14587e-06, 3.65802e-05, -0.000124084, 0.000310109, 3.21851e-06, -0.000111511, -0.000154973, 0.000130876, -5.03217e-05, 0.000181724, clase1
0.0829444, 0.00550436, 3.10273, 0.266278, 0.301908, 0.386871, 0.00186177, 0.0247958, -25.6853, 2.4845, 0.31544, 0.324069, 0.0280635, 0.0746467, 0.199494, 0.167135, 0.172152, 0.142082, 0.0649374, 0.00604307, -0.0278439, 0.00799361, 0.00370776, 0.053566, 0.00875157, 0.0249616, 0.00549402, 0.0634524, 0.00120309, 0.00384534, 0.0202991, 0.0656354, 0.00499626, 0.0288777, -7.29319e-05, -1.93183e-05, -0.000551278, 0.000737171, 0.000337069, -1.88351e-05, 1.56889e-05, -0.000675, -0.0172317, 0.00729647, -0.00218415, 0.00286342, 0.00437386, 0.00265857, 0.000982242, 0.00288972, -0.000644342, -0.000603502, 0.00116978, 0.00136751, -0.00168918, -2.64481e-05, -4.62089e-06, 0.000984242, -5.25834e-05, -0.000142479, -0.000153148, -0.0002989, 4.15594e-06, -4.95478e-05, -3.30436e-05, 0.000384633, -6.27707e-05, 0.00019401, clase1
0.0847531, 0.00391647, 3.07439, 0.275176, 0.303389, 0.39631, 0.00196913, 0.0224833, -26.2831, 2.42498, 0.304331, 0.2964, -0.0111594, 0.0626848, 0.214565, 0.2026, 0.136244, 0.0891477, 0.0589465, 0.0049861, 0.000175289, 0.00838702, 0.00343641, 0.0505356, 0.00827073, 0.018863, 0.00598595, 0.0774482, 0.00103091, 0.00367206, 0.0137462, 0.0791075, 0.00486694, 0.0340338, 0.000112523, -5.03305e-06, -0.00119832, 0.000146681, 6.61148e-05, 0.000317567, 1.96174e-05, 3.75e-05, -0.00317121, -0.00304958, 0.00112847, 0.00118505, 0.0046807, 0.00177808, -0.00252265, -0.00418419, 0.00189968, -0.000238496, -0.00158992, 0.00104305, -0.00230003, 2.76304e-05, 3.19137e-05, -3.54992e-05, -3.2052e-05, 0.000337579, -2.37685e-05, 0.000243468, 1.72131e-06, -1.09668e-05, 5.84527e-05, -0.000515943, -2.11288e-05, -5.79138e-05, clase1
0.0952782, 0.00234624, 3.05141, 0.273639, 0.295688, 0.518386, 0.00169144, 0.0564292, -27.0569, 2.27123, 0.381442, 0.327406, 0.0558056, 0.142107, 0.190324, 0.121736, 0.0930573, 0.0873879, 0.0457084, 0.0154632, -0.00968458, 0.0117979, 0.00329007, 0.0515474, 0.00970321, 0.0321617, 0.00553216, 0.068673, 0.00143399, 0.00458349, 0.0126226, 0.0439863, 0.00395964, 0.0271196, -0.000477183, 1.20588e-05, 0.00022168, -0.000834901, -0.000265208, -0.00232484, 1.13729e-05, -0.000208333, 0.0225586, -0.00277969, -0.00665528, -0.000407345, -0.00381596, -0.000378573, 0.00100932, -0.00178291, 0.003547, -0.000621947, -0.00265895, 0.00266379, -0.00079449, 0.000130669, 5.16972e-05, -0.000438294, 0.000370301, 0.000362642, -9.37359e-05, -0.000281401, 1.21026e-05, 2.97691e-05, -0.000165904, -0.000320997, 5.7991e-05, -8.51593e-05, clase1
0.0949594, 0.00116754, 3.11237, 0.276884, 0.299999, 0.486589, 0.00166547, 0.0387833, -27.8632, 2.31806, 0.421823, 0.348912, 0.0446343, 0.0687431, 0.153961, 0.131711, 0.0564208, 0.0357953, 0.00624225, 0.0388634, 0.0215408, 0.0114361, 0.00235889, 0.0542021, 0.0105979, 0.0208126, 0.00785046, 0.0737322, 0.00154294, 0.00442124, 0.0158748, 0.0475519, 0.00400105, 0.0276991, -0.000247968, 8.53454e-07, -0.000540934, 0.000384706, 0.000165378, -0.0013501, 2.23321e-05, -0.000416667, -0.0166097, 0.0128707, 0.00169298, -0.00418355, 0.00149607, 0.0039046, 0.00337906, -0.000476053, -0.00216309, -0.00114193, 0.0017574, 0.00193582, 0.00226706, -2.89664e-06, -1.03877e-05, -8.38645e-05, 8.35674e-05, -0.000283512, -4.50652e-05, 0.000320691, -4.08362e-06, -4.23251e-05, 0.000158422, 0.000484546, -2.15571e-05, 9.24396e-05, clase1
0.0863701, 0.0101498, 3.0668, 0.2832, 0.306621, 0.41705, 0.00176309, 0.0225708, -25.0757, 2.45081, 0.502538, 0.416228, 0.0973716, 0.125307, 0.158042, 0.14648, 0.118315, 0.0769668, 0.0680423, 0.0254798, 0.0411088, 0.0112267, 0.00251491, 0.0563929, 0.00855753, 0.0308707, 0.00602989, 0.0792904, 0.000933544, 0.00429056, 0.0133061, 0.0627979, 0.00332415, 0.0317695, 0.000518858, -4.07184e-05, -0.000911123, 0.000188798, -2.09333e-05, 0.00245472, 1.05132e-05, 0.000125, -0.00213092, -0.00546764, -0.00104198, -0.000460835, 0.00107108, -0.00165337, -0.000739406, 0.00014026, 0.00216219, -0.000665041, -0.00314571, -0.000129429, 0.00380186, -6.05797e-05, -1.29752e-05, -9.50223e-05, 4.34941e-05, -1.41072e-05, 4.80017e-05, 0.000587263, 4.09773e-06, -4.12048e-06, -6.04788e-05, -0.000356304, 1.20736e-05, 4.91995e-05, clase1
0.0774411, 0.00410228, 3.02429, 0.24666, 0.289267, 0.35786, 0.00196975, 0.031875, -26.1381, 2.27624, 0.216888, 0.437596, 0.100765, 0.113905, 0.184085, 0.0508835, 0.0562312, 0.038906, 0.0148083, 0.0642415, 0.0297135, 0.0102233, 0.00297706, 0.0662921, 0.0101253, 0.0233737, 0.00845237, 0.066441, 0.00176347, 0.00479653, 0.012691, 0.0507968, 0.00305281, 0.0288767, -0.000343822, 0.000120052, 0.00483886, -0.000865885, -0.000873088, 0.000230497, 2.11352e-05, 0.0002875, 0.0300288, -0.0101423, 0.00971393, 0.000991454, -0.00574523, 0.00370113, 0.00576298, 0.00507265, -0.000401288, -0.00691656, 0.00436083, 0.00230465, -0.00484916, 3.57497e-05, -4.34597e-05, 0.000211281, 6.11854e-05, 0.000280747, -6.79175e-05, -0.000810526, -1.33163e-05, -2.50886e-05, -9.17598e-05, -8.91391e-05, 1.3416e-05, -0.000134875, clase1
